mblnr;mjahr;zeile;bwart;matnr;werks;lgort;sobkz;shkzg;bwtar;menge;meins;bustm;ummat;umwrk;umlgo
4900553948;2019;1;931;000000000001000018;E110;1860;;H;;3876;KG;MA01;;;
4900553949;2019;1;931;000000000001000018;E110;1860;;H;;11628;KG;MA01;;;
4900554030;2019;1;601;000000000001000194;E110;1300;;H;;882;KG;MA01;;;
4900554031;2019;1;601;000000000001000071;E110;1840;;H;;16239.6;KG;MA01;;;
4900554032;2019;1;931;000000000001000063;E110;1300;;H;;400;KG;MA01;;;
4900554032;2019;2;931;000000000001000063;E110;1300;;H;;2800;KG;MA01;;;
4900554033;2019;1;931;000000000001000003;E110;1300;;H;;2340;KG;MA01;;;
4900554034;2019;1;601;000000000001000126;E110;1300;;H;;2450;KG;MA01;;;
4900554035;2019;1;931;000000000001000061;E110;1300;;H;;700;KG;MA01;;;
4900554036;2019;1;601;000000000001000126;E110;1300;;H;;1400;KG;MA01;;;
4900554037;2019;1;931;000000000001000010;E110;1300;;H;;840;KG;MA01;;;
4900554038;2019;1;601;000000000001000126;E110;1300;;H;;3150;KG;MA01;;;
4900554039;2019;1;931;000000000001000051;E110;1300;;H;;718.08;KG;MA01;;;
4900554039;2019;2;931;000000000001000051;E110;1300;;H;;143.616;KG;MA01;;;
4900554040;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900554041;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554042;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554043;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554194;2019;1;321;000000000001000071;E110;1840;;H;;16239.6;KG;MQF7;000000000001000071;E110;1840
4900554194;2019;2;321;000000000001000071;E110;1840;;S;;16239.6;KG;MQF7;000000000001000071;E110;1840
4900554197;2019;1;321;000000000004000191;E110;1200;;H;;20440;KG;MQF7;000000000004000191;E110;1200
4900554197;2019;2;321;000000000004000191;E110;1200;;S;;20440;KG;MQF7;000000000004000191;E110;1200
4900554198;2019;1;321;000000000004000130;E110;1260;;H;;20570;KG;MQF7;000000000004000130;E110;1260
4900554198;2019;2;321;000000000004000130;E110;1260;;S;;20570;KG;MQF7;000000000004000130;E110;1260
4900554199;2019;1;321;000000000004300003;E110;1100;;H;;20430;KG;MQF7;000000000004300003;E110;1100
4900554199;2019;2;321;000000000004300003;E110;1100;;S;;20430;KG;MQF7;000000000004300003;E110;1100
4900554205;2019;1;601;000000000001000194;E110;1300;;H;;882;KG;MA01;;;
4900554206;2019;1;601;000000000001000126;E110;1300;;H;;700;KG;MA01;;;
4900554207;2019;1;931;000000000001000003;E110;1300;;H;;780;KG;MA01;;;
4900554207;2019;2;931;000000000001000003;E110;1300;;H;;1560;KG;MA01;;;
4900554208;2019;1;601;000000000001000063;E110;1300;;H;;400;KG;MA01;;;
4900554209;2019;1;601;000000000001000042;E110;1300;;H;;2220;KG;MA01;;;
4900554215;2019;1;321;000000000001000018;E110;1860;;H;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900554215;2019;2;321;000000000001000018;E110;1860;;S;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900554216;2019;1;601;000000000001000126;E110;1300;;H;;3500;KG;MA01;;;
4900554228;2019;1;261;000000000003000004;E110;1430;;H;;4200;KG;MA01;;;
4900554229;2019;1;261;000000000003000011;E110;1570;;H;;8000;KG;MA01;;;
4900554229;2019;2;261;000000000005000002;E110;1100;;H;;40;EA;MA01;;;
4900554240;2019;1;261;000000000003000012;E110;1470;;H;;8400;KG;MA01;;;
4900554241;2019;1;261;000000000003000013;E110;1500;;H;;1000;KG;MA01;;;
4900554245;2019;1;932;000000000001000018;E110;1860;;S;;3876;KG;MA01;;;
4900554246;2019;1;931;000000000001000018;E110;1860;;H;;3808.17;KG;MA01;;;
4900554250;2019;1;601;000000000001000063;E110;1300;;H;;1200;KG;MA01;;;
4900554251;2019;1;931;000000000001000063;E110;1300;;H;;3200;KG;MA01;;;
4900554252;2019;1;931;000000000001000031;E110;1300;;H;;760;KG;MA01;;;
4900554253;2019;1;631;000000000001000025;E110;1300;;H;;68;KG;MAV4;000000000001000025;E110;
4900554253;2019;2;631;000000000001000025;E110;;W;S;;68;KG;MAV4;000000000001000025;E110;1300
4900554254;2019;1;931;000000000001000042;E110;1300;;H;;2220;KG;MA01;;;
4900554255;2019;1;931;000000000001000042;E110;1300;;H;;1480;KG;MA01;;;
4900554256;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900554257;2019;1;601;000000000001000126;E110;1300;;H;;1050;KG;MA01;;;
4900554258;2019;1;931;000000000001000125;E110;1300;;H;;2220;KG;MA01;;;
4900554258;2019;2;931;000000000001000125;E110;1300;;H;;740;KG;MA01;;;
4900554259;2019;1;931;000000000001000051;E110;1300;;H;;143.616;KG;MA01;;;
4900554260;2019;1;931;000000000001000056;E110;1300;;H;;4000;KG;MA01;;;
4900554260;2019;2;931;000000000001000056;E110;1300;;H;;4000;KG;MA01;;;
4900554261;2019;1;931;000000000001000044;E110;1300;;H;;4440;KG;MA01;;;
4900554262;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554263;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554264;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554266;2019;1;931;000000000001000123;E110;2300;;H;;60;KG;MA01;;;
4900554266;2019;2;931;000000000001000123;E110;2300;;H;;60;KG;MA01;;;
4900554278;2019;1;321;000000000004000118;E110;1210;;H;;50000;KG;MQF7;000000000004000118;E110;1210
4900554278;2019;2;321;000000000004000118;E110;1210;;S;;50000;KG;MQF7;000000000004000118;E110;1210
4900554304;2019;1;321;000000000001000010;E110;1300;;H;;4200;KG;MQF7;000000000001000010;E110;1300
4900554304;2019;2;321;000000000001000010;E110;1300;;S;;4200;KG;MQF7;000000000001000010;E110;1300
4900554305;2019;1;261;000000000006000001;E110;1100;;H;;7396.7;KG;MA01;;;
4900554305;2019;2;261;000000000004000167;E110;1100;;H;;994;KG;MA01;;;
4900554305;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900554305;2019;4;261;000000000003000012;E110;1480;;H;;1120.049;KG;MA01;;;
4900554306;2019;1;261;000000000003000012;E110;1480;;H;;6000;KG;MA01;;;
4900554307;2019;1;261;000000000006000001;E110;1100;;H;;7400.7;KG;MA01;;;
4900554307;2019;2;261;000000000004000167;E110;1100;;H;;989;KG;MA01;;;
4900554307;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900554307;2019;4;261;000000000003000012;E110;1470;;H;;1124.851;KG;MA01;;;
4900554311;2019;1;321;000000000004000118;E110;1210;;H;;14242;KG;MQF7;000000000004000118;E110;1210
4900554311;2019;2;321;000000000004000118;E110;1210;;S;;14242;KG;MQF7;000000000004000118;E110;1210
4900554336;2019;1;321;000000000001000187;E110;1300;;H;;1000;KG;MQF7;000000000001000187;E110;1300
4900554336;2019;2;321;000000000001000187;E110;1300;;S;;1000;KG;MQF7;000000000001000187;E110;1300
4900554338;2019;1;321;000000000001000191;E110;1300;;H;;6000;KG;MQF7;000000000001000191;E110;1300
4900554338;2019;2;321;000000000001000191;E110;1300;;S;;6000;KG;MQF7;000000000001000191;E110;1300
4900554340;2019;1;321;000000000001000063;E110;1300;;H;;8400;KG;MQF7;000000000001000063;E110;1300
4900554340;2019;2;321;000000000001000063;E110;1300;;S;;8400;KG;MQF7;000000000001000063;E110;1300
4900554342;2019;1;321;000000000001000056;E110;1300;;H;;8000;KG;MQF7;000000000001000056;E110;1300
4900554342;2019;2;321;000000000001000056;E110;1300;;S;;8000;KG;MQF7;000000000001000056;E110;1300
4900554375;2019;1;321;000000000001000086;E110;2300;;H;;30.2;KG;MQF7;000000000001000086;E110;2300
4900554375;2019;2;321;000000000001000086;E110;2300;;S;;30.2;KG;MQF7;000000000001000086;E110;2300
4900554380;2019;1;939;000000000001000086;E110;2300;;H;;0.2;KG;MA01;;;
4900554381;2019;1;631;000000000001000086;E110;2300;;H;;30;KG;MAV4;000000000001000086;E110;
4900554381;2019;2;631;000000000001000086;E110;;W;S;;30;KG;MAV4;000000000001000086;E110;2300
4900554384;2019;1;939;000000000001000085;E110;2300;;H;;0.05;KG;MA01;;;
4900554385;2019;1;631;000000000001000085;E110;2300;;H;;8.5;KG;MAV4;000000000001000085;E110;
4900554385;2019;2;631;000000000001000085;E110;;W;S;;8.5;KG;MAV4;000000000001000085;E110;2300
4900554404;2019;1;601;000000000002000081;E110;1100;;H;;12860;KG;MA01;;;
4900554405;2019;1;601;000000000002000081;E110;1100;;H;;8200;KG;MA01;;;
4900554410;2019;10;351;000000000004300003;E110;;;S;;25000;KG;MAU2;000000000004300003;E010;1100
4900554410;2019;12;351;000000000004300001;E110;;;S;;30000;KG;MAU2;000000000004300001;E010;1100
4900554434;2019;1;261;000000000004300003;E110;1100;;H;;20430;KG;MA01;;;
4900554434;2019;2;261;000000000004000118;E110;1210;;H;;5636;KG;MA01;;;
4900554435;2019;1;262;000000000004300003;E110;1100;;S;;20430;KG;MA01;;;
4900554435;2019;2;262;000000000004000118;E110;1210;;S;;5636;KG;MA01;;;
4900554436;2019;1;261;000000000003000010;E110;1410;;H;;16239.6;KG;MA01;;;
4900554437;2019;1;261;000000000004000129;E110;1250;;H;;15988.5;KG;MA01;;;
4900554441;2019;1;321;000000000001000085;E110;2300;;H;;8.55;KG;MQF7;000000000001000085;E110;2300
4900554441;2019;2;321;000000000001000085;E110;2300;;S;;8.55;KG;MQF7;000000000001000085;E110;2300
4900554467;2019;1;321;000000000001000039;E110;1300;;H;;14800;KG;MQF7;000000000001000039;E110;1300
4900554467;2019;2;321;000000000001000039;E110;1300;;S;;14800;KG;MQF7;000000000001000039;E110;1300
4900554487;2019;1;931;000000000002000096;E110;3100;;H;;400;KG;MA01;;;
4900554487;2019;2;931;000000000002000096;E110;3100;;H;;400;KG;MA01;;;
4900554487;2019;3;931;000000000002000096;E110;3100;;H;;400;KG;MA01;;;
4900554487;2019;4;931;000000000002000096;E110;3100;;H;;400;KG;MA01;;;
4900554487;2019;5;931;000000000002000096;E110;3100;;H;;200;KG;MA01;;;
4900554488;2019;1;931;000000000002000078;E110;3100;;H;;400;KG;MA01;;;
4900554488;2019;2;931;000000000002000078;E110;3100;;H;;400;KG;MA01;;;
4900554488;2019;3;931;000000000002000078;E110;3100;;H;;200;KG;MA01;;;
4900554489;2019;1;931;000000000002000079;E110;3100;;H;;200;KG;MA01;;;
4900554489;2019;2;931;000000000002000079;E110;3100;;H;;400;KG;MA01;;;
4900554496;2019;1;931;000000000001000191;E110;1300;;H;;6000;KG;MA01;;;
4900554500;2019;1;931;000000000002000058;E110;3100;;H;;40;KG;MA01;;;
4900554501;2019;1;931;000000000002000076;E110;3100;;H;;40;KG;MA01;;;
4900554502;2019;1;931;000000000002000072;E110;3100;;H;;400;KG;MA01;;;
4900554526;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900554527;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900554528;2019;1;931;000000000001000001;E110;1300;;H;;4800;KG;MA01;;;
4900554529;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900554536;2019;1;322;000000000001000039;E110;1300;;S;;14800;KG;MQF7;000000000001000039;E110;1300
4900554536;2019;2;322;000000000001000039;E110;1300;;H;;14800;KG;MQF7;000000000001000039;E110;1300
4900554542;2019;1;322;000000000001000010;E110;1300;;S;;4200;KG;MQF7;000000000001000010;E110;1300
4900554542;2019;2;322;000000000001000010;E110;1300;;H;;4200;KG;MQF7;000000000001000010;E110;1300
4900554543;2019;1;322;000000000001000018;E110;1860;;S;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900554543;2019;2;322;000000000001000018;E110;1860;;H;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900554544;2019;1;322;000000000001000056;E110;1300;;S;;8000;KG;MQF7;000000000001000056;E110;1300
4900554544;2019;2;322;000000000001000056;E110;1300;;H;;8000;KG;MQF7;000000000001000056;E110;1300
4900554545;2019;1;322;000000000001000063;E110;1300;;S;;8400;KG;MQF7;000000000001000063;E110;1300
4900554545;2019;2;322;000000000001000063;E110;1300;;H;;8400;KG;MQF7;000000000001000063;E110;1300
4900554547;2019;1;322;000000000001000071;E110;1840;;S;;16239.6;KG;MQF7;000000000001000071;E110;1840
4900554547;2019;2;322;000000000001000071;E110;1840;;H;;16239.6;KG;MQF7;000000000001000071;E110;1840
4900554549;2019;1;322;000000000001000187;E110;1300;;S;;1000;KG;MQF7;000000000001000187;E110;1300
4900554549;2019;2;322;000000000001000187;E110;1300;;H;;1000;KG;MQF7;000000000001000187;E110;1300
4900554556;2019;1;262;000000000006000001;E110;1100;;S;;7396.7;KG;MA01;;;
4900554556;2019;2;262;000000000004000167;E110;1100;;S;;994;KG;MA01;;;
4900554556;2019;3;262;000000000004000151;E110;1100;;S;;2.5;KG;MA01;;;
4900554556;2019;4;262;000000000003000012;E110;1480;;S;;1120.049;KG;MA01;;;
4900554557;2019;1;262;000000000006000001;E110;1100;;S;;7400.7;KG;MA01;;;
4900554557;2019;2;262;000000000004000167;E110;1100;;S;;989;KG;MA01;;;
4900554557;2019;3;262;000000000004000151;E110;1100;;S;;2.5;KG;MA01;;;
4900554557;2019;4;262;000000000003000012;E110;1470;;S;;1124.851;KG;MA01;;;
4900554559;2019;1;262;000000000003000012;E110;1480;;S;;6000;KG;MA01;;;
4900554570;2019;1;262;000000000003000013;E110;1500;;S;;1000;KG;MA01;;;
4900554571;2019;1;262;000000000003000010;E110;1410;;S;;16239.6;KG;MA01;;;
4900554572;2019;1;262;000000000003000012;E110;1470;;S;;8400;KG;MA01;;;
4900554573;2019;1;262;000000000003000011;E110;1570;;S;;8000;KG;MA01;;;
4900554573;2019;2;262;000000000005000002;E110;1100;;S;;40;EA;MA01;;;
4900554574;2019;1;262;000000000004000129;E110;1250;;S;;15988.5;KG;MA01;;;
4900554575;2019;1;262;000000000003000004;E110;1430;;S;;4200;KG;MA01;;;
4900554578;2019;1;261;000000000006000001;E110;1100;;H;;7396.7;KG;MA01;;;
4900554578;2019;2;261;000000000004000167;E110;1100;;H;;994;KG;MA01;;;
4900554578;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900554578;2019;4;261;000000000003000012;E110;1480;;H;;1120.049;KG;MA01;;;
4900554579;2019;1;262;000000000006000001;E110;1100;;S;;7396.7;KG;MA01;;;
4900554579;2019;2;262;000000000004000167;E110;1100;;S;;994;KG;MA01;;;
4900554579;2019;3;262;000000000004000151;E110;1100;;S;;2.5;KG;MA01;;;
4900554579;2019;4;262;000000000003000012;E110;1480;;S;;1120.049;KG;MA01;;;
4900554580;2019;1;932;000000000001000191;E110;1300;;S;;6000;KG;MA01;;;
4900554581;2019;1;322;000000000001000191;E110;1300;;S;;6000;KG;MQF7;000000000001000191;E110;1300
4900554581;2019;2;322;000000000001000191;E110;1300;;H;;6000;KG;MQF7;000000000001000191;E110;1300
4900554582;2019;1;321;000000000001000191;E110;1300;;H;;6000;KG;MQF7;000000000001000191;E110;1300
4900554582;2019;2;321;000000000001000191;E110;1300;;S;;6000;KG;MQF7;000000000001000191;E110;1300
4900554583;2019;1;322;000000000001000191;E110;1300;;S;;6000;KG;MQF7;000000000001000191;E110;1300
4900554583;2019;2;322;000000000001000191;E110;1300;;H;;6000;KG;MQF7;000000000001000191;E110;1300
4900554648;2019;1;261;000000000003000004;E110;1430;;H;;4200;KG;MA01;;;
4900554665;2019;1;261;000000000004000129;E110;1250;;H;;15988.5;KG;MA01;;;
4900554671;2019;1;261;000000000003000011;E110;1570;;H;;8000;KG;MA01;;;
4900554671;2019;2;261;000000000005000002;E110;1100;;H;;40;EA;MA01;;;
4900554672;2019;1;261;000000000003000012;E110;1470;;H;;8400;KG;MA01;;;
4900554674;2019;1;261;000000000003000010;E110;1410;;H;;16239.6;KG;MA01;;;
4900554687;2019;1;321;000000000001000056;E110;1300;;H;;8000;KG;MQF7;000000000001000056;E110;1300
4900554687;2019;2;321;000000000001000056;E110;1300;;S;;8000;KG;MQF7;000000000001000056;E110;1300
4900554690;2019;1;261;000000000003000013;E110;1500;;H;;1000;KG;MA01;;;
4900554714;2019;1;261;000000000006000001;E110;1100;;H;;7396.7;KG;MA01;;;
4900554714;2019;2;261;000000000004000167;E110;1100;;H;;994;KG;MA01;;;
4900554714;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900554714;2019;4;261;000000000003000012;E110;1480;;H;;1120.049;KG;MA01;;;
4900554733;2019;1;261;000000000003000012;E110;1480;;H;;6000;KG;MA01;;;
4900554736;2019;1;261;000000000006000001;E110;1100;;H;;7400.7;KG;MA01;;;
4900554736;2019;2;261;000000000004000167;E110;1100;;H;;989;KG;MA01;;;
4900554736;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900554736;2019;4;261;000000000003000012;E110;1470;;H;;1124.851;KG;MA01;;;
4900554739;2019;1;261;000000000003000006;E110;1510;;H;;2000;KG;MA01;;;
4900554743;2019;1;261;000000000003000009;E110;1550;;H;;14800;KG;MA01;;;
4900554743;2019;2;261;000000000005000000;E110;1100;;H;;80;EA;MA01;;;
4900554745;2019;1;261;000000000003000009;E110;1550;;H;;3700;KG;MA01;;;
4900554746;2019;1;261;000000000003000009;E110;1550;;H;;7400;KG;MA01;;;
4900554748;2019;1;261;000000000004000189;E110;1100;;H;;861.696;KG;MA01;;;
4900554749;2019;1;261;000000000003000012;E110;1470;;H;;8400;KG;MA01;;;
4900554751;2019;1;261;000000000004000118;E110;1210;;H;;8750;KG;MA01;;;
4900554752;2019;1;261;000000000003000013;E110;1500;;H;;1000;KG;MA01;;;
4900554753;2019;1;261;000000000003000009;E110;1550;;H;;14800;KG;MA01;;;
4900554754;2019;1;261;000000000003000004;E110;1430;;H;;1050;KG;MA01;;;
4900554755;2019;1;321;000000000001000188;E110;1300;;H;;14800;KG;MQF7;000000000001000188;E110;1300
4900554755;2019;2;321;000000000001000188;E110;1300;;S;;14800;KG;MQF7;000000000001000188;E110;1300
4900554814;2019;2;351;000000000004000073;E110;;;S;;18000;KG;MAU2;000000000004000073;E210;1100
4900554946;2019;1;321;000000000001000207;E110;1300;;H;;3160;KG;MQF7;000000000001000207;E110;1300
4900554946;2019;2;321;000000000001000207;E110;1300;;S;;3160;KG;MQF7;000000000001000207;E110;1300
4900554947;2019;1;321;000000000001000207;E110;1300;;H;;3160;KG;MQF7;000000000001000207;E110;1300
4900554947;2019;2;321;000000000001000207;E110;1300;;S;;3160;KG;MQF7;000000000001000207;E110;1300
4900554948;2019;1;321;000000000001000197;E110;1300;;H;;1050;KG;MQF7;000000000001000197;E110;1300
4900554948;2019;2;321;000000000001000197;E110;1300;;S;;1050;KG;MQF7;000000000001000197;E110;1300
4900554949;2019;1;321;000000000001000187;E110;1300;;H;;1000;KG;MQF7;000000000001000187;E110;1300
4900554949;2019;2;321;000000000001000187;E110;1300;;S;;1000;KG;MQF7;000000000001000187;E110;1300
4900554960;2019;1;931;000000000001000050;E110;1300;;H;;13.6;KG;MA01;;;
4900554961;2019;1;931;000000000001000050;E110;1300;;H;;84.32;KG;MA01;;;
4900554962;2019;1;931;000000000001000061;E110;1300;;H;;350;KG;MA01;;;
4900554962;2019;2;931;000000000001000061;E110;1300;;H;;350;KG;MA01;;;
4900554963;2019;1;931;000000000001000051;E110;1300;;H;;287.232;KG;MA01;;;
4900554964;2019;1;931;000000000001000063;E110;1300;;H;;800;KG;MA01;;;
4900554964;2019;2;931;000000000001000063;E110;1300;;H;;4000;KG;MA01;;;
4900554965;2019;1;931;000000000001000010;E110;1300;;H;;840;KG;MA01;;;
4900554966;2019;1;931;000000000001000066;E110;1300;;H;;800;KG;MA01;;;
4900554967;2019;1;931;000000000001000042;E110;1300;;H;;1480;KG;MA01;;;
4900554968;2019;1;931;000000000001000042;E110;1300;;H;;2220;KG;MA01;;;
4900554969;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554970;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554971;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900554976;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900554977;2019;1;931;000000000001000187;E110;1300;;H;;1000;KG;MA01;;;
4900554983;2019;1;321;000000000001000042;E110;1300;;H;;3700;KG;MQF7;000000000001000042;E110;1300
4900554983;2019;2;321;000000000001000042;E110;1300;;S;;3700;KG;MQF7;000000000001000042;E110;1300
4900554987;2019;1;321;000000000001000126;E110;1300;;H;;8750;KG;MQF7;000000000001000126;E110;1300
4900554987;2019;2;321;000000000001000126;E110;1300;;S;;8750;KG;MQF7;000000000001000126;E110;1300
4900555005;2019;1;321;000000000001000042;E110;1300;;H;;7400;KG;MQF7;000000000001000042;E110;1300
4900555005;2019;2;321;000000000001000042;E110;1300;;S;;7400;KG;MQF7;000000000001000042;E110;1300
4900555008;2019;1;321;000000000004000189;E110;1100;;H;;1200;KG;MQF7;000000000004000189;E110;1100
4900555008;2019;2;321;000000000004000189;E110;1100;;S;;1200;KG;MQF7;000000000004000189;E110;1100
4900555009;2019;1;261;000000000006000001;E110;1100;;H;;5306;KG;MA01;;;
4900555009;2019;2;261;000000000004000167;E110;1100;;H;;707;KG;MA01;;;
4900555009;2019;3;261;000000000004000151;E110;1100;;H;;1.8;KG;MA01;;;
4900555009;2019;4;261;000000000003000012;E110;1480;;H;;3513.249;KG;MA01;;;
4900555014;2019;1;601;000000000001000071;E110;1840;;H;;16239.6;KG;MA01;;;
4900555021;2019;1;321;000000000001000003;E110;1300;;H;;4680;KG;MQF7;000000000001000003;E110;1300
4900555021;2019;2;321;000000000001000003;E110;1300;;S;;4680;KG;MQF7;000000000001000003;E110;1300
4900555032;2019;1;601;000000000002000036;E110;1100;;H;;7000;KG;MA01;;;
4900555033;2019;1;321;000000000001000051;E110;1300;;H;;861.696;KG;MQF7;000000000001000051;E110;1300
4900555033;2019;2;321;000000000001000051;E110;1300;;S;;861.696;KG;MQF7;000000000001000051;E110;1300
4900555034;2019;1;321;000000000001000063;E110;1300;;H;;8400;KG;MQF7;000000000001000063;E110;1300
4900555034;2019;2;321;000000000001000063;E110;1300;;S;;8400;KG;MQF7;000000000001000063;E110;1300
4900555045;2019;1;411;000000000002000097;E110;3100;;H;;400;KG;MA07;000000000002000097;E110;9680
4900555045;2019;2;411;000000000002000097;E110;9680;;S;;400;KG;MA07;000000000002000097;E110;3100
4900555045;2019;3;411;000000000002000097;E110;3100;;H;;400;KG;MA07;000000000002000097;E110;9680
4900555045;2019;4;411;000000000002000097;E110;9680;;S;;400;KG;MA07;000000000002000097;E110;3100
4900555050;2019;1;321;000000000001000071;E110;1840;;H;;16239.6;KG;MQF7;000000000001000071;E110;1840
4900555050;2019;2;321;000000000001000071;E110;1840;;S;;16239.6;KG;MQF7;000000000001000071;E110;1840
4900555051;2019;1;321;000000000001000018;E110;1860;;H;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900555051;2019;2;321;000000000001000018;E110;1860;;S;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900555052;2019;1;321;000000000001000010;E110;1300;;H;;4200;KG;MQF7;000000000001000010;E110;1300
4900555052;2019;2;321;000000000001000010;E110;1300;;S;;4200;KG;MQF7;000000000001000010;E110;1300
4900555053;2019;1;321;000000000001000063;E110;1300;;H;;8400;KG;MQF7;000000000001000063;E110;1300
4900555053;2019;2;321;000000000001000063;E110;1300;;S;;8400;KG;MQF7;000000000001000063;E110;1300
4900555054;2019;1;321;000000000001000187;E110;1300;;H;;1000;KG;MQF7;000000000001000187;E110;1300
4900555054;2019;2;321;000000000001000187;E110;1300;;S;;1000;KG;MQF7;000000000001000187;E110;1300
4900555059;2019;1;321;000000000001000191;E110;1300;;H;;6000;KG;MQF7;000000000001000191;E110;1300
4900555059;2019;2;321;000000000001000191;E110;1300;;S;;6000;KG;MQF7;000000000001000191;E110;1300
4900555060;2019;1;261;000000000006000001;E110;1100;;H;;6657.8;KG;MA01;;;
4900555060;2019;2;261;000000000004000167;E110;1100;;H;;775;KG;MA01;;;
4900555060;2019;3;261;000000000003000011;E110;1570;;H;;1360;KG;MA01;;;
4900555064;2019;1;321;000000000004000191;E110;1200;;H;;20440;KG;MQF7;000000000004000191;E110;1200
4900555064;2019;2;321;000000000004000191;E110;1200;;S;;20440;KG;MQF7;000000000004000191;E110;1200
4900555065;2019;1;321;000000000004300003;E110;1100;;H;;20620;KG;MQF7;000000000004300003;E110;1100
4900555065;2019;2;321;000000000004300003;E110;1100;;S;;20620;KG;MQF7;000000000004300003;E110;1100
4900555066;2019;1;321;000000000004300001;E110;1250;;H;;25100;KG;MQF7;000000000004300001;E110;1250
4900555066;2019;2;321;000000000004300001;E110;1250;;S;;25100;KG;MQF7;000000000004300001;E110;1250
4900555077;2019;1;321;000000000001000014;E110;1300;;H;;2000;KG;MQF7;000000000001000014;E110;1300
4900555077;2019;2;321;000000000001000014;E110;1300;;S;;2000;KG;MQF7;000000000001000014;E110;1300
4900555078;2019;1;321;000000000001000039;E110;1300;;H;;14800;KG;MQF7;000000000001000039;E110;1300
4900555078;2019;2;321;000000000001000039;E110;1300;;S;;14800;KG;MQF7;000000000001000039;E110;1300
4900555079;2019;1;261;000000000004000130;E110;1240;;H;;7434;KG;MA01;;;
4900555079;2019;2;261;000000000004000073;E110;1100;;H;;1983;KG;MA01;;;
4900555079;2019;3;261;000000000003000002;E110;1450;;H;;1802;KG;MA01;;;
4900555083;2019;1;931;000000000002000097;E110;9680;;H;;400;KG;MA01;;;
4900555083;2019;2;931;000000000002000097;E110;9680;;H;;400;KG;MA01;;;
4900555090;2019;1;931;000000000001000191;E110;1300;;H;;6000;KG;MA01;;;
4900555091;2019;1;932;000000000001000191;E110;1300;;S;;6000;KG;MA01;;;
4900555092;2019;1;931;000000000001000191;E110;1300;;H;;5930;KG;MA01;;;
4900555100;2019;1;261;000000000003000002;E110;1450;;H;;4680;KG;MA01;;;
4900555101;2019;1;261;000000000004000130;E110;1240;;H;;1520;KG;MA01;;;
4900555107;2019;1;321;000000000001000031;E110;1300;;H;;1520;KG;MQF7;000000000001000031;E110;1300
4900555107;2019;2;321;000000000001000031;E110;1300;;S;;1520;KG;MQF7;000000000001000031;E110;1300
4900555108;2019;1;261;000000000004000130;E110;1260;;H;;12222;KG;MA01;;;
4900555108;2019;2;261;000000000004000191;E110;1200;;H;;28440;KG;MA01;;;
4900555108;2019;3;261;000000000003000009;E110;1550;;H;;11863;KG;MA01;;;
4900555109;2019;1;261;000000000004300003;E110;1100;;H;;20430;KG;MA01;;;
4900555109;2019;2;261;000000000004000118;E110;1210;;H;;5286;KG;MA01;;;
4900555109;2019;3;261;000000000004300003;E110;1100;;H;;20620;KG;MA01;;;
4900555109;2019;4;261;000000000003000010;E110;1410;;H;;25222.175;KG;MA01;;;
4900555110;2019;1;261;000000000003000024;E110;1300;;H;;3160;KG;MA01;;;
4900555111;2019;1;261;000000000003000024;E110;1300;;H;;3160;KG;MA01;;;
4900555131;2019;1;321;000000000001000039;E110;1300;;H;;14800;KG;MQF7;000000000001000039;E110;1300
4900555131;2019;2;321;000000000001000039;E110;1300;;S;;14800;KG;MQF7;000000000001000039;E110;1300
4900555132;2019;1;321;000000000001000056;E110;1300;;H;;8000;KG;MQF7;000000000001000056;E110;1300
4900555132;2019;2;321;000000000001000056;E110;1300;;S;;8000;KG;MQF7;000000000001000056;E110;1300
